ProbeID	Codeset.Name	Probe.Label	Analyte.Type	Is.Control	Control.Type	Related.Probes	Probe.Annotation	KEGG.Pathways	Cell.Type	Official.Gene.Name	Control.Conc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001511.3:743	NS_IO_360_V1.0	CXCL1	mRNA	False			Antigen Presentation;Cytokine and Chemokine Signaling;Myeloid Compartment	hsa04060;hsa04062;hsa04621;hsa04668;hsa05120;hsa05132;hsa05134;hsa05146;hsa05323		CXCL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002546.3:572	NS_IO_360_V1.0	TNFRSF11B	mRNA	False			NF-kappaB Signaling	hsa04060;hsa04380		TNFRSF11B	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001448.2:820	NS_IO_360_V1.0	GPC4	mRNA	False			Wnt Signaling	hsa04310		GPC4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_033023.4:2390	NS_IO_360_V1.0	PDGFA	mRNA	False			Matrix Remodeling and Metastasis;PI3K-Akt;MAPK	hsa04010;hsa04014;hsa04015;hsa04060;hsa04072;hsa04151;hsa04510;hsa04540;hsa04810;hsa05166;hsa05200;hsa05202;hsa05206;hsa05214;hsa05215;hsa05218;hsa05231		PDGFA	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002610.3:401	NS_IO_360_V1.0	PDK1	mRNA	False			Metabolic Stress;Hypoxia	hsa04066;hsa05230		PDK1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001346456.1:1526	NS_IO_360_V1.0	CD5	mRNA	False			Lymphoid Compartment				;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002423.3:265	NS_IO_360_V1.0	MMP7	mRNA	False			Matrix Remodeling and Metastasis;Wnt Signaling	hsa04310		MMP7	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000586.2:300	NS_IO_360_V1.0	IL2	mRNA	False			Costimulatory Signaling;Cytokine and Chemokine Signaling;JAK-STAT Signaling;PI3K-Akt	hsa04060;hsa04151;hsa04630;hsa04660;hsa04672;hsa04940;hsa05142;hsa05162;hsa05166;hsa05320;hsa05321;hsa05330;hsa05332		IL2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_016343.3:9260	NS_IO_360_V1.0	CENPF	mRNA	False			Cell Proliferation			CENPF	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001015053.1:2169	NS_IO_360_V1.0	HDAC5	mRNA	False			Epigenetic Regulation;Notch Signaling	hsa05034;hsa05169;hsa05203		HDAC5	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_019074.2:893	NS_IO_360_V1.0	DLL4	mRNA	False			Angiogenesis;Notch Signaling;Myeloid Compartment	hsa04330		DLL4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003392.3:987	NS_IO_360_V1.0	WNT5A	mRNA	False			Wnt Signaling;Hedgehog Signaling	hsa04310;hsa04340;hsa04390;hsa04550;hsa04916;hsa05166;hsa05200;hsa05205;hsa05217		WNT5A	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005534.3:1963	NS_IO_360_V1.0	IFNGR2	mRNA	False			Interferon Signaling;JAK-STAT Signaling;Hypoxia	hsa04060;hsa04066;hsa04380;hsa04630;hsa04650;hsa05132;hsa05140;hsa05142;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321		IFNGR2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000063.5:730	NS_IO_360_V1.0	C2	mRNA	False				hsa04610;hsa05133;hsa05150;hsa05322		C2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005242.4:1388	NS_IO_360_V1.0	F2RL1	mRNA	False			Lymphoid Compartment	hsa04080;hsa04750;hsa05143		F2RL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002128.5:3400	NS_IO_360_V1.0	HMGB1	mRNA	False			Apoptosis;Autophagy			HMGB1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_012483.3:540	NS_IO_360_V1.0	GNLY	mRNA	False			Cytotoxicity;Lymphoid Compartment		Cytotoxic cells	GNLY	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_172004.3:357	NS_IO_360_V1.0	CLECL1	mRNA	False			Immune Cell Adhesion and Migration			CLECL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_198156.1:420	NS_IO_360_V1.0	VHL	mRNA	False			Antigen Presentation;Metabolic Stress;Hypoxia	hsa04066;hsa04120;hsa05200;hsa05211		VHL	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002198.2:557	NS_IO_360_V1.0	IRF1	mRNA	False			Interferon Signaling;Cytotoxicity	hsa04917;hsa05133;hsa05160		IRF1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000211.3:1412	NS_IO_360_V1.0	ITGB2	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis	hsa04015;hsa04145;hsa04390;hsa04514;hsa04610;hsa04650;hsa04670;hsa04810;hsa05133;hsa05134;hsa05140;hsa05144;hsa05146;hsa05150;hsa05152;hsa05166;hsa05323;hsa05416		ITGB2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_014905.4:165	NS_IO_360_V1.0	GLS	mRNA	False			Metabolic Stress	hsa00220;hsa00250;hsa01100;hsa04724;hsa04727;hsa05206;hsa05230		GLS	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005562.2:1027	NS_IO_360_V1.0	LAMC2	mRNA	False			Matrix Remodeling and Metastasis;PI3K-Akt	hsa04151;hsa04510;hsa04512;hsa05145;hsa05146;hsa05200;hsa05222		LAMC2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001065.2:515	NS_IO_360_V1.0	TNFRSF1A	mRNA	False			NF-kappaB Signaling;MAPK	hsa04010;hsa04060;hsa04064;hsa04071;hsa04210;hsa04380;hsa04668;hsa04920;hsa04931;hsa04932;hsa05010;hsa05014;hsa05142;hsa05145;hsa05152;hsa05160;hsa05164;hsa05166;hsa05168		TNFRSF1A	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001037631.2:392	NS_IO_360_V1.0	CTLA4	mRNA	False			Costimulatory Signaling;Immune Cell Adhesion and Migration;Lymphoid Compartment	hsa04514;hsa04660;hsa05320;hsa05323		CTLA4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_018955.3:1052	NS_IO_360_V1.0	UBB	mRNA	True	Housekeeping		DNA Damage Repair;Antigen Presentation;Costimulatory Signaling;Interferon Signaling;Cell Proliferation;Apoptosis;Metabolic Stress;Hedgehog Signaling;TGF-beta Signaling;NF-kappaB Signaling;Notch Signaling			UBB	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001145645.2:142	NS_IO_360_V1.0	TNFSF13B	mRNA	False			NF-kappaB Signaling	hsa04060;hsa04064;hsa04672;hsa05323		TNFSF13B	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000093.4:1133	NS_IO_360_V1.0	COL5A1	mRNA	False			Matrix Remodeling and Metastasis	hsa04974		COL5A1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004417.3:1428	NS_IO_360_V1.0	DUSP1	mRNA	False			MAPK	hsa04010;hsa04726		DUSP1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001278405.1:256	NS_IO_360_V1.0	LILRB2	mRNA	False			Costimulatory Signaling;Myeloid Compartment	hsa04380		LILRB2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003106.2:151	NS_IO_360_V1.0	SOX2	mRNA	False			Wnt Signaling	hsa04390;hsa04550		SOX2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_018685.2:240	NS_IO_360_V1.0	ANLN	mRNA	False			Cell Proliferation			ANLN	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_003841.3:682	NS_IO_360_V1.0	TNFRSF10C	mRNA	False				hsa04060;hsa04210;hsa04650;hsa05162;hsa05164		TNFRSF10C	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_014791.2:365	NS_IO_360_V1.0	MELK	mRNA	False			Cell Proliferation			MELK	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001270508.1:3240	NS_IO_360_V1.0	TNFAIP3	mRNA	False				hsa04064;hsa04621;hsa04668;hsa05162;hsa05169		TNFAIP3	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001207014.1:1850	NS_IO_360_V1.0	SERPINH1	mRNA	False			Matrix Remodeling and Metastasis;Angiogenesis			SERPINH1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001066.2:596	NS_IO_360_V1.0	TNFRSF1B	mRNA	False			NF-kappaB Signaling	hsa04060;hsa04668;hsa04920;hsa05014		TNFRSF1B	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002199.3:1624	NS_IO_360_V1.0	IRF2	mRNA	False			Interferon Signaling			IRF2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002341.1:330	NS_IO_360_V1.0	LTB	mRNA	False			NF-kappaB Signaling	hsa04060;hsa04064;hsa05323		LTB	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_015897.2:454	NS_IO_360_V1.0	PIAS4	mRNA	False			DNA Damage Repair;JAK-STAT Signaling;Cell Proliferation	hsa04064;hsa04120;hsa04630		PIAS4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000289.5:2672	NS_IO_360_V1.0	PFKM	mRNA	False			Metabolic Stress	hsa00010;hsa00051;hsa01100;hsa01200;hsa01230;hsa04152;hsa05230		PFKM	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001350234.1:664	NS_IO_360_V1.0	PIK3CD	mRNA	False			Cytokine and Chemokine Signaling;Immune Cell Adhesion and Migration;JAK-STAT Signaling;Autophagy;Metabolic Stress;Hypoxia;PI3K-Akt;MAPK				;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_006288.3:420	NS_IO_360_V1.0	THY1	mRNA	False			Immune Cell Adhesion and Migration	hsa04670		THY1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005623.2:1012	NS_IO_360_V1.0	CCL8	mRNA	False			Cytokine and Chemokine Signaling;Myeloid Compartment	hsa04060;hsa04062		CCL8	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002855.4:357	NS_IO_360_V1.0	NECTIN1	mRNA	False			Immune Cell Adhesion and Migration	hsa04514;hsa04520;hsa05168		PVRL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001428.3:782	NS_IO_360_V1.0	ENO1	mRNA	False			Metabolic Stress;Hypoxia	hsa00010;hsa01100;hsa01200;hsa01230;hsa04066		ENO1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_007019.2:445	NS_IO_360_V1.0	UBE2C	mRNA	False			Antigen Presentation;Cell Proliferation;Metabolic Stress	hsa04120		UBE2C	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001172129.1:325	NS_IO_360_V1.0	HCK	mRNA	False			Cytokine and Chemokine Signaling;Myeloid Compartment	hsa04062;hsa04666		HCK	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001144999.2:2701	NS_IO_360_V1.0	ITGAV	mRNA	False			Antigen Presentation;Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;Angiogenesis;PI3K-Akt	hsa04145;hsa04151;hsa04510;hsa04512;hsa04514;hsa04810;hsa04919;hsa05200;hsa05205;hsa05222;hsa05410;hsa05412;hsa05414		ITGAV	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005092.3:350	NS_IO_360_V1.0	TNFSF18	mRNA	False			NF-kappaB Signaling	hsa04060		TNFSF18	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000442.4:2492	NS_IO_360_V1.0	PECAM1	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis	hsa04514;hsa04670;hsa05144		PECAM1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001322.2:201	NS_IO_360_V1.0	CST2	mRNA	False				hsa04970		CST2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001327.2:285	NS_IO_360_V1.0	CTAG1B	mRNA	False						CTAG1B	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004052.3:116	NS_IO_360_V1.0	BNIP3	mRNA	False			Epigenetic Regulation;Autophagy	hsa04068;hsa05134		BNIP3	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_145259.2:5168	NS_IO_360_V1.0	ACVR1C	mRNA	False			TGF-beta Signaling	hsa04350;hsa04550		ACVR1C	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001145648.1:2843	NS_IO_360_V1.0	RASGRF1	mRNA	False			MAPK	hsa04010;hsa04014;hsa04510		RASGRF1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_004556.2:876	NS_IO_360_V1.0	NFKBIE	mRNA	False			NF-kappaB Signaling	hsa04660;hsa04662;hsa04722;hsa04920;hsa05169		NFKBIE	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_006218.2:3296	NS_IO_360_V1.0	PIK3CA	mRNA	False			Costimulatory Signaling;Cytokine and Chemokine Signaling;Immune Cell Adhesion and Migration;JAK-STAT Signaling;Autophagy;Metabolic Stress;Hypoxia;PI3K-Akt;MAPK	hsa00562;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231		PIK3CA	
NM_001159488.1:132	NS_IO_360_V1.0	FCRL2	mRNA	False					B-cells	FCRL2	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_021258.2:2524	NS_IO_360_V1.0	IL22RA1	mRNA	False			Cytokine and Chemokine Signaling;JAK-STAT Signaling;Cytotoxicity	hsa04060;hsa04630		IL22RA1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_014805.3:1322	NS_IO_360_V1.0	EPM2AIP1	mRNA	False						EPM2AIP1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_000576.2:1122	NS_IO_360_V1.0	IL1B	mRNA	False			Cytokine and Chemokine Signaling;MAPK;Myeloid Compartment	hsa04010;hsa04060;hsa04064;hsa04210;hsa04380;hsa04620;hsa04621;hsa04623;hsa04640;hsa04668;hsa04750;hsa04932;hsa04933;hsa04940;hsa05010;hsa05020;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05143;hsa05144;hsa05146;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321;hsa05323;hsa05332		IL1B	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002122.3:258	NS_IO_360_V1.0	HLA-DQA1	mRNA	False			Antigen Presentation;Costimulatory Signaling;Immune Cell Adhesion and Migration;Interferon Signaling	hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416		HLA-DQA1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_005524.2:860	NS_IO_360_V1.0	HES1	mRNA	False			Notch Signaling	hsa03460;hsa04330		HES1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001768.6:2029	NS_IO_360_V1.0	CD8A	mRNA	False			Antigen Presentation;Immune Cell Adhesion and Migration;Lymphoid Compartment	hsa04514;hsa04612;hsa04640;hsa04660;hsa05340	CD8 T cells	CD8A	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_017617.3:2999	NS_IO_360_V1.0	NOTCH1	mRNA	False			Notch Signaling	hsa04330;hsa04919;hsa05020;hsa05206		NOTCH1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001078.3:2535	NS_IO_360_V1.0	VCAM1	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;Interferon Signaling	hsa04064;hsa04514;hsa04668;hsa04670;hsa04933;hsa05143;hsa05144;hsa05166		VCAM1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001145306.1:1373	NS_IO_360_V1.0	CDK6	mRNA	False			Cell Proliferation;Metabolic Stress;PI3K-Akt	hsa04110;hsa04115;hsa04151;hsa05161;hsa05162;hsa05200;hsa05203;hsa05206;hsa05212;hsa05214;hsa05218;hsa05220;hsa05222;hsa05223		CDK6	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002737.2:818	NS_IO_360_V1.0	PRKCA	mRNA	False			Immune Cell Adhesion and Migration;Matrix Remodeling and Metastasis;Cell Proliferation;Metabolic Stress;Hypoxia;Wnt Signaling;PI3K-Akt;MAPK	hsa04010;hsa04012;hsa04014;hsa04015;hsa04020;hsa04066;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04261;hsa04270;hsa04310;hsa04370;hsa04510;hsa04530;hsa04540;hsa04650;hsa04664;hsa04666;hsa04670;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04750;hsa04912;hsa04916;hsa04919;hsa04921;hsa04933;hsa04960;hsa04970;hsa05130;hsa05143;hsa05146;hsa05161;hsa05164;hsa05200;hsa05205;hsa05206;hsa05214;hsa05223;hsa05231		PRKCA	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002995.2:266	NS_IO_360_V1.0	XCL1/2	mRNA	False			DNA Damage Repair	hsa04060;hsa04062	NK cells	XCL1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_032962.4:253	NS_IO_360_V1.0	CCL14	mRNA	False			Cytokine and Chemokine Signaling	hsa04060;hsa04062		CCL14	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_001034116.1:1258	NS_IO_360_V1.0	EIF2B4	mRNA	False						EIF2B4	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_024013.1:667	NS_IO_360_V1.0	IFNA1	mRNA	False			Interferon Signaling;JAK-STAT Signaling;PI3K-Akt	hsa04060;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320		IFNA1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_138441.2:1198	NS_IO_360_V1.0	MB21D1	mRNA	False				hsa04623		MB21D1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERCC_00092.1:540	NS_IO_360_V1.0	POS_D(2)	mRNA	True	Positive						2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NM_002048.2:948	NS_IO_360_V1.0	GAS1	mRNA	False			Hedgehog Signaling	hsa04340		GAS1	;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
